shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Non-Parliamentary Opposition,Armed Veterans Patriots,United Opposition,National Democratic Party of Georgia,United National Movement,Greens Party,Name of the Lord,Alliance of Patriots,Self-governance to People,People's Party,Reformers,Our Georgia,Future Georgia,Georgian Party,Christian Democrats,Unity Hall,Way of Georgia,Freedom Party,Labour,Party of People,Merab Kostava Society,Labour Council of Georgia,Georgian Dream
Majoritarian District,3,82-3,748,61.61,1,3,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,,,14.3,,13.1,,,,,,,,,,,20.99,,,1.74,,,,17.78
Majoritarian District,4,82-4,1491,53.19,0,4,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,6,100.0,2.41,,22.13,,22.4,,,,,,,,,,,11.07,,,1.54,,,,40.31
Majoritarian District,5,82-5,789,63.73,1,5,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,7,100.0,1.01,,,,21.67,,,0.89,,,,,,,,,,,,,,,59.19
Majoritarian District,6,82-6,1202,60.13,2,2,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,6,100.0,3.66,,6.57,,9.82,,,29.03,,,,,,,,,,,0.67,,,,41.85
Majoritarian District,7,82-7,671,67.71,1,0,2,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,,0.6,,28.47,,,,,,,,,,,30.1,,,0.89,,,,37.41
Majoritarian District,8,82-8,616,53.8,2,2,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,2.76,,10.23,,11.69,,,,,,,,,,,,,,0.16,,,,59.58
Majoritarian District,9,82-9,1379,53.74,2,2,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,7,100.0,2.61,,3.48,,18.42,,,1.52,,,,,,,,1.52,,,10.59,,,,61.64
Majoritarian District,1,62-1,1092,60.87,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,,,5.68,,,,,,,,,,,,,,,,,,55.22
Majoritarian District,2,62-2,500,67.29,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,9.4,,35.2,,,,,,,,,,,,,,,,,,45.4
Majoritarian District,3,62-3,625,64.83,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,1.6,,1.76,,,3.52,,,,,,,,,,,,,,,41.92
Majoritarian District,4,62-4,523,65.21,0,0,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,0.76,,18.36,,,,,,,,,,,,,,,,,,11.85
Majoritarian District,5,62-5,404,70.75,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,34.16,,1.24,,,,,,,,,,,,,,,,,,47.28
Majoritarian District,6,62-6,565,58.98,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.71,,1.42,,6.37,,,,,,,,,,,,,,,,,,63.01
Majoritarian District,7,62-7,414,58.47,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,4.83,,7.73,,,,,,,,,,,,,,,,,,56.76
Majoritarian District,8,62-8,89,82.41,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,48.31
Majoritarian District,9,62-9,501,61.85,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,5.39,,7.58,,,,,,,,,,,,,,,,,,40.52
Majoritarian District,10,62-10,179,72.18,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,2.23,,24.02,,,23.46,,,,,,,,,,,,,,,50.28
Majoritarian District,11,62-11,177,75.97,0,0,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,0.0,,1.13,,,,,,,,,,,,,,,,,,59.89
Majoritarian District,12,62-12,463,78.34,1,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,1.08,,6.48,,,,,,,,,,,,,,,,,,33.05
Majoritarian District,13,62-13,475,57.51,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,3.37,,31.37,,,,,,,,,,,,,,,,,,65.26
Majoritarian District,14,62-14,774,57.85,0,1,0,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,2.45,,17.96,,,,,,,,,,,,,,,,,,53.23
Majoritarian District,15,62-15,432,50.82,0,0,2,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,4.86,,11.11,,,,,,,,,,,,,,,,,,83.33
Majoritarian District,16,62-16,457,61.59,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,1.09,,12.69,,,14.22,,,,,,,,,,,,,,,44.2
Majoritarian District,17,62-17,756,58.15,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,2.78,,3.57,,14.81,,,,,,,,,,,,,,,,,,35.85
Majoritarian District,18,62-18,870,58.82,0,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,7.47,,8.28,,,,,,,,,,,,,,,,,,67.93
Majoritarian District,19,62-19,507,65.0,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,7.5,,,,,,,,,,,,,,,,,,53.45
Majoritarian District,20,62-20,147,78.61,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,0.0,,2.04,,,7.48,,,,,,,,,,,,,,,54.42
Majoritarian District,21,62-21,529,54.76,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,22.87,,5.67,,,,,,,,,,,,,,,,,,71.46
Majoritarian District,22,62-22,299,69.05,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,6.69,,,,,,,,,,,,,,,,,,47.16
Majoritarian District,23,62-23,744,60.98,0,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,1.48,,6.45,,,,,,,,,,,,,,,,,,27.96
Majoritarian District,1,61-1,3331,51.51,0,0,2,3,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,,3.9,2.01,,,,,,,,,,,,,,,,1.08,,0.27,,28.91
Majoritarian District,2,61-2,1002,68.4,0,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,33.33,,8.18,,,,,,,,,,,,,,,,0.3,,0.0,,30.44
Majoritarian District,3,61-3,655,71.12,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,,,,,,,,,,,,,,,0.46,,,,14.35
Majoritarian District,4,61-4,646,63.27,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,16.1,,1.86,,,,,,,,,,,,,,1.39,,5.11,,32.97
Majoritarian District,5,61-5,827,64.36,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,0.24,,,4.72,,,,,,,,,,,,,,2.18,,0.12,,53.69
Majoritarian District,6,61-6,616,69.06,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,1.46,,,,,,,,,,,,,,1.14,,0.0,,34.9
Majoritarian District,7,61-7,476,63.55,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,6.51,,,,,,,,,,,,,,,,0.63,,0.21,,52.31
Majoritarian District,8,61-8,1258,57.63,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,4.29,,12.88,,,,,,,,,,,,,,0.24,,0.0,,39.9
Majoritarian District,9,61-9,1418,61.89,0,0,3,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,,13.54,,12.06,,,,,,,,,,,,,,4.23,,0.07,,39.14
Majoritarian District,10,61-10,355,69.88,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,0.56,,,6.76,,,,,,,,,,,,,,2.82,,,,62.25
Majoritarian District,11,61-11,1649,58.23,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,7.76,,6.91,,,,,,,,,,,,,,0.73,,0.06,,36.02
Majoritarian District,12,61-12,1278,52.92,0,1,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,4.85,14.79,,17.14,,,,,,,,,,,,,,1.17,,0.08,,51.41
Majoritarian District,13,61-13,1006,60.17,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,,,3.58,,,,,,,,,,,,,,1.59,,0.89,,43.24
Majoritarian District,14,61-14,864,57.91,0,1,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,19.91,3.01,,22.69,,,,,,,,,,,,,,2.55,,0.12,,51.39
Majoritarian District,15,61-15,1312,56.82,0,4,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,5,100.0,,2.06,14.02,,19.59,,,,,,,,,,,,,,0.76,,0.38,,62.96
Majoritarian District,16,61-16,734,52.92,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,4.77,29.02,,9.81,,,,,,,,,,,,,,,,0.14,,55.72
Majoritarian District,1,60-1,7121,46.93,0,1,5,7,,0,0.0,,,0,0.0,,,,,,0,0,0,0,13,100.0,4.45,,11.15,,10.36,,,8.36,,,,,,,,,3.33,,2.43,,1.45,,26.81
Majoritarian District,2,60-2,1353,49.82,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,9.76,,8.43,,,1.03,,,,,,,,,,,1.11,,,,47.97
Majoritarian District,3,60-3,1121,59.09,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,17.13,,13.02,,,22.75,,,,,,,,,,,0.45,,,,46.39
Majoritarian District,4,60-4,712,67.3,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,17.98,,5.48,,,2.25,,,,,,,,,,,1.54,,,,72.75
Majoritarian District,5,60-5,985,48.05,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,2.34,,31.98,,,,,,,,,,,,,,1.12,,,,55.84
Majoritarian District,6,60-6,616,58.17,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,,,1.95,,,13.15,,,,,,,,,,,0.32,,,,42.53
Majoritarian District,7,60-7,679,68.52,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,1.03,,,3.53,,,,,,,,,,,0.0,,,,39.03
Majoritarian District,8,60-8,1227,53.98,0,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,21.76,,7.99,,,18.99,,,,,,,,,,,0.73,,,,50.2
Majoritarian District,9,60-9,960,61.15,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,8.65,,,0.83,,,,,,,,,,,0.94,,,,36.35
Majoritarian District,10,60-10,1144,58.19,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,3.58,,7.95,,,11.19,,,,,,,,,,,0.79,,,,41.87
Majoritarian District,11,60-11,1004,48.74,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,0.6,,7.57,,19.42,,,3.49,,,,,,,,,,,3.29,,,,54.08
Majoritarian District,12,60-12,548,48.41,0,0,0,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,22.26,,3.47,,,,,,,,,,,,,,1.46,,,,62.23
Majoritarian District,13,60-13,469,61.15,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,0.85,,15.99,,,8.74,,,,,,,,,,,,,,,58.0
Majoritarian District,14,60-14,644,50.71,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,2.17,,,,,24.53,,,,,,,,,,,,,,,73.29
Majoritarian District,15,60-15,1283,59.02,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,,,6.7,,,6.16,,,,,,,,,,,1.25,,,,48.4
Majoritarian District,16,60-16,839,53.71,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,18.83,,18.24,,,6.08,,,,,,,,,,,3.34,,,,53.04
Majoritarian District,17,60-17,737,58.35,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,1.22,,6.24,,,2.85,,,,,,,,,2.17,,0.41,,,,44.23
Majoritarian District,18,60-18,1405,48.5,0,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,1.14,,5.05,,9.82,,,2.78,,,,,,,,,,,1.57,,,,17.15
Majoritarian District,19,60-19,441,65.43,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,24.26,,,17.91,,,,,,,,,,,,,,,29.93
Majoritarian District,20,60-20,584,64.6,0,0,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,0.34,,1.88,,,,,,,,,,,,,,,,,,7.88
Majoritarian District,21,60-21,2329,51.5,0,2,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,1.03,,15.33,,7.26,,,7.0,,,,,,,,,,,,,,,69.26
Majoritarian District,22,60-22,772,51.85,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,11.4,,9.07,,,,,18.13,,,,,,,,,,,3.63,,,,57.51
Majoritarian District,23,60-23,414,49.76,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,12.08,,11.84,,,,,,,,,,,,,,,,,,75.85
Majoritarian District,24,60-24,1263,48.3,0,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,3.25,,18.76,,,19.48,,,,,,,,,,,,,,,58.51
Majoritarian District,25,60-25,1444,38.93,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,5.96,,15.58,,,4.29,,,,,,,,,1.45,,3.74,,,,68.77
Majoritarian District,26,60-26,832,53.3,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,12.14,,13.58,,,6.49,,,,,,,,,,,4.45,,,,27.52
Majoritarian District,27,60-27,859,58.24,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.93,,4.89,,24.33,,,,,,,,,,,,,,4.42,,,,62.86
Majoritarian District,28,60-28,580,67.13,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,10.86,,49.66,,,6.03,,,,,,,,,,,1.03,,,,32.07
Majoritarian District,29,60-29,736,71.6,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,,,,0.82,,,,,,,,,,,1.09,,,,41.58
Majoritarian District,1,52-1,1921,46.73,0,1,2,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,1.93,13.12,,41.8,,,,,,,,,,,,,,,,,,42.69
Majoritarian District,2,52-2,1792,48.66,0,1,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,,1.84,14.12,,20.2,,,,,,,,,,,,13.0,,4.02,,,,34.99
Majoritarian District,3,52-3,919,67.87,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,2.39,,45.81,,,,,,,,,,,,,,,,,,37.21
Majoritarian District,4,52-4,388,63.82,0,1,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,7.73,,1.03,,34.79,,,,,,,,,,,,,,,,,,36.86
Majoritarian District,5,52-5,622,58.85,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,1.29,3.7,,42.6,,,,,,,,,,,,,,0.48,,,,50.96
Majoritarian District,6,52-6,957,54.07,0,0,1,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,1.36,,19.12,,28.74,,,,,,,,,,,,,,1.78,,,,18.39
Majoritarian District,7,52-7,799,53.23,0,0,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,8.01,,20.9,,,,,,,,,,,,1.88,,2.25,,,,65.46
Majoritarian District,8,52-8,780,69.89,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,,,7.69,,,,,,,,,,,,,,,,,,38.21
Majoritarian District,9,52-9,987,61.5,0,0,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,,,0.41,,49.14,,,,,,,,,,,,2.53,,,,,,18.95
Majoritarian District,10,52-10,185,61.06,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,6.49,,41.08,,,,,,,,,,,,,,,,,,51.35
Majoritarian District,11,52-11,1433,49.43,0,0,2,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,0.77,1.88,5.23,,22.4,,,,,,,,,,,,1.88,,,,,,33.29
Majoritarian District,12,52-12,1348,57.83,0,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,0.67,10.24,,12.61,,,,,,,,,,,,,,0.22,,,,35.24
Majoritarian District,13,52-13,283,48.29,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,7.07,,4.59,,,,,,,,,,,,12.72,,,,,,46.64
Majoritarian District,1,56-1,4172,28.89,0,3,4,10,,0,0.0,,,0,0.0,,,,,,0,0,0,0,17,100.0,,,6.26,,10.57,,,,,,,,,,2.42,,5.25,,1.65,,,,52.35
Majoritarian District,2,56-2,248,63.1,1,0,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,,,29.44,,,,,,,,,,,,15.32,,,,,,26.61
Majoritarian District,3,56-3,599,56.09,0,0,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,10.68,,,,49.08,,,0.83,,,,,,,,,13.52,,,,,,25.04
Majoritarian District,4,56-4,1181,43.04,0,0,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,12.79,,9.14,,7.11,,,,,,,,,,6.77,,11.43,,,1.44,,,41.41
Majoritarian District,5,56-5,1235,47.92,0,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,2.02,,6.32,,8.58,,,1.7,,,,,,,,,19.68,,,,,,61.38
Majoritarian District,6,56-6,1416,43.3,0,1,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,11.58,,7.98,,16.17,,,,,,,,,,,,7.77,,,,,,37.71
Majoritarian District,7,56-7,1088,52.13,1,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,11.95,,4.69,,18.38,,,9.38,,,1.1,,,,1.47,,6.07,,,,,,46.88
Majoritarian District,8,56-8,1833,49.26,0,1,4,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,6,100.0,3.33,,,,7.75,,,,1.09,,,,,,,,26.19,,,,,,52.15
Majoritarian District,9,56-9,1320,43.14,0,2,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,12.65,,6.21,,12.58,,,10.23,,,0.76,,,,,,12.8,,,,,,43.56
Majoritarian District,10,56-10,730,50.62,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.68,,,,15.48,,,,2.05,,1.37,,,,,,21.92,,,,,,56.44
Majoritarian District,11,56-11,570,50.94,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,8.07,,9.82,,7.02,,,,,,,,,,,,22.98,,,10.35,,,33.68
Majoritarian District,12,56-12,878,53.96,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,0.46,,35.54,,11.73,,,3.08,,,,,,,,,,,,,,,46.13
Majoritarian District,13,56-13,975,47.84,0,0,3,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,8.31,,,,29.13,,,,,,,,,,,,3.69,,,,,,33.95
Majoritarian District,14,56-14,1320,51.91,0,2,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,12.12,,,,5.98,,,,,,,,,,,,,,,,,,59.55
Majoritarian District,15,56-15,340,62.85,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,9.71,,3.53,,13.82,,,,,,,,,,,,22.35,,,,,,48.53
Majoritarian District,16,56-16,906,48.37,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,1.77,,3.2,,36.31,,,3.64,,,,,,,,,,,,,,,52.32
Majoritarian District,1,48-1,1222,59.09,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,2.78,,9.9,,23.98,,,7.61,,,,,,,4.5,,11.62,,,,,,39.61
Majoritarian District,2,48-2,451,80.39,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,2.0,,6.87,,7.54,,,,,,,,,,,,3.77,,,,,,79.6
Majoritarian District,3,48-3,1184,65.09,0,2,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,2.62,,2.96,,13.18,,,0.59,19.76,,,,,,,,17.57,,,,,,43.33
Majoritarian District,4,48-4,663,63.32,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,36.5,,,,3.02,,,,,,,,,,,,,,,,,,60.48
Majoritarian District,6,48-6,539,73.33,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,1.3,,35.44,,,,,,,,,,,,,,,,,,63.27
Majoritarian District,7,48-7,1026,55.55,0,1,1,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,19.69,,2.24,,11.6,,,,8.48,,,,,,,,,,,,,,57.7
Majoritarian District,8,48-8,518,63.17,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,,,2.32,,40.35,,,1.35,,,,,,,,,,,,,,,55.41
Majoritarian District,9,48-9,752,62.77,0,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,3.86,,4.52,,22.21,,,9.31,3.99,,,,,,,,2.66,,,,,,53.46
Majoritarian District,10,48-10,694,62.41,0,2,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,4.18,,3.46,,27.52,,,0.58,,,,,,,,,11.1,,,,,,53.03
Majoritarian District,11,48-11,227,65.04,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,10.13,,,,19.38,,,,,,,,,,,,,,,,,,70.04
Majoritarian District,12,48-12,304,64.82,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,40.46,,,,13.49,,,,,,,,,,,,,,,,,,46.05
Majoritarian District,13,48-13,876,63.85,0,3,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,21.69,,3.42,,10.62,,,2.51,,,,,,,,,2.85,,,,,,58.33
Majoritarian District,14,48-14,506,70.08,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,35.77,,2.77,,11.07,,,,1.19,,,,,,,,,,,,,,46.25
Majoritarian District,15,48-15,440,61.37,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,6.59,,10.0,,13.41,,,25.45,,,,,,,,,3.41,,,,,,40.91
Majoritarian District,16,48-16,425,69.22,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,3.53,,23.29,,14.12,,,,,,,,,,,,,,,,,,35.29
Majoritarian District,17,48-17,555,62.64,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,21.26,,1.08,,12.97,,,13.87,1.26,,,,,,,,,,,,,,49.37
Majoritarian District,18,48-18,597,60.24,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,20.77,,6.7,,21.27,,,,,,,,,,,,,,,,,,51.26
Majoritarian District,19,48-19,433,64.63,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,26.33,,8.31,,13.86,,,,,,,,,,,,,,,,,,41.11
Majoritarian District,20,48-20,865,59.33,0,0,2,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,,,2.43,,10.06,,,1.16,,,,,,,24.62,,14.8,,,,,,46.71
Majoritarian District,1,55-1,5310,57.68,0,1,4,2,,0,0.0,,,0,0.0,,,,,,0,0,0,0,7,100.0,3.3,,4.43,,32.96,,,6.59,,,,,,,,,,,,,,,48.46
Majoritarian District,2,55-2,575,62.1,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.17,,0.7,,53.91,,,14.61,,,,,,,,,,,,,,,21.04
Majoritarian District,3,55-3,465,69.82,0,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.0,,14.62,,24.95,,,2.15,,,,,,,,,,,0.0,,,,52.26
Majoritarian District,4,55-4,638,66.05,0,1,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.0,,3.29,,36.21,,,4.86,,,,,,,,,,,,,,,55.33
Majoritarian District,5,55-5,777,66.3,0,1,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,0.13,,5.02,,51.99,,,,,,,,,,,,,,0.26,,,,42.34
Majoritarian District,6,55-6,1200,67.61,0,2,0,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,0.25,,1.25,,33.08,,,,,,,,,,,,,,0.33,,,,64.67
Majoritarian District,7,55-7,183,65.12,0,0,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,1,100.0,0.0,,2.19,,51.91,,,,,,,,,,,,,,,,,,43.72
Majoritarian District,8,55-8,1236,60.26,0,1,2,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,1.46,,6.07,,43.77,,,4.85,,,,,,,,,,,0.97,,,,42.8
Majoritarian District,9,55-9,1037,61.98,0,0,2,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,3,100.0,0.48,,10.13,,33.37,,,,,,,,,,,,,,,,,,46.19
Majoritarian District,10,55-10,1831,67.51,0,3,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,4,100.0,0.98,,1.31,,45.33,,,1.04,,,,,,,,,,,0.66,,,,50.46
Majoritarian District,11,55-11,996,62.96,0,1,0,1,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,0.3,,3.01,,51.61,,,3.51,,,,,,,,,,,0.5,,,,40.86
Majoritarian District,12,55-12,361,76.16,1,0,1,0,,0,0.0,,,0,0.0,,,,,,0,0,0,0,2,100.0,0.0,,0.0,,57.34,,,,,,,,,,,,,,,,,,42.66
